"total_result","total_line","roof","surface","temp","wind","div_game"
"Under",42,"outdoors","astroturf",42,10,0
"Under",43,"dome","fieldturf",72,0,0
"Over",45,"outdoors","grass",50,3,0
"Over",49.5,"dome","sportturf",72,0,0
"Under",47,"outdoors","fieldturf",58,8,0
"Under",47,"outdoors","grass",64,5,1
"Over",50.5,"outdoors","grass",68,6,1
"Over",43,"closed","grass",72,0,1
"Over",44.5,"outdoors","fieldturf",50,0,0
"Over",53,"outdoors","grass",34,5,1
"Over",48.5,"outdoors","grass",52,5,0
"Under",40.5,"outdoors","grass",74,4,1
"Under",46.5,"outdoors","grass",48,3,1
"Under",46.5,"outdoors","grass",31,12,1
"Under",42,"outdoors","grass",34,9,0
"Over",43.5,"outdoors","grass",21,8,0
"Under",51,"dome","sportturf",72,0,0
"Under",45,"outdoors","fieldturf",42,0,0
"Under",49.5,"dome","astroplay",72,0,0
"Under",45.5,"outdoors","grass",45,6,0
"Under",45.5,"outdoors","grass",72,13,1
"Under",41.5,"closed","grass",72,0,0
"Over",55.5,"outdoors","grass",28,13,0
"Over",58,"closed","fieldturf",72,0,0
"Over",46.5,"outdoors","grass",25,9,0
"Over",42,"outdoors","grass",57,6,1
"Over",48.5,"dome","fieldturf",72,0,0
"Under",47,"outdoors","grass",54,12,0
"Under",44.5,"closed","grass",72,0,0
"Under",49,"closed","fieldturf",72,0,1
"Under",50,"outdoors","fieldturf",49,0,1
"Under",47.5,"outdoors","fieldturf",58,7,0
"Over",49,"outdoors","grass",54,7,0
"Over",43.5,"outdoors","grass",72,5,0
"Under",42,"outdoors","fieldturf",51,10,1
"Over",47.5,"outdoors","grass",39,6,0
"Under",44,"outdoors","grass",62,9,0
"Over",48.5,"outdoors","fieldturf",51,2,1
"Under",42,"dome","fieldturf",72,0,1
"Over",50.5,"dome","sportturf",72,0,0
"Over",46,"dome","fieldturf",72,0,1
"Under",56.5,"closed","matrixturf",72,0,1
"Under",40,"outdoors","grass",68,0,1
"Over",45.5,"outdoors","sportturf",54,8,0
"Under",42,"outdoors","astroturf",57,17,0
"Over",43,"closed","grass",72,0,1
"Over",48.5,"closed","fieldturf",72,0,0
"Over",44,"outdoors","grass",71,5,0
"Over",41.5,"outdoors","fieldturf",12,17,0
"Over",54.5,"outdoors","grass",63,15,0
"Over",43,"dome","astroplay",72,0,0
"Under",43.5,"outdoors","grass",77,7,0
"Over",45.5,"dome","fieldturf",72,0,0
"Under",57,"outdoors","grass",28,14,0
"Under",49,"outdoors","grass",27,18,1
"Under",41.5,"outdoors","fieldturf",42,6,1
"Over",50.5,"outdoors","grass",35,5,0
"Over",47,"outdoors","fieldturf",39,8,1
"Under",50,"outdoors","grass",37,10,0
"Over",42,"dome","fieldturf",72,0,0
"Under",41.5,"outdoors","grass",61,15,1
"Under",45,"outdoors","grass",76,10,0
"Over",40.5,"outdoors","fieldturf",32,17,0
"Over",50.5,"dome","sportturf",72,0,1
"Under",46.5,"outdoors","grass",45,6,0
"Under",44.5,"outdoors","grass",45,8,0
"Under",41.5,"closed","grass",72,0,0
"Under",47,"outdoors","grass",63,3,0
"Under",40,"outdoors","grass",63,0,0
"Under",48,"outdoors","grass",45,15,0
"Under",53,"outdoors","grass",67,7,0
"Over",54.5,"outdoors","grass",33,0,0
"Under",40.5,"dome","astroplay",72,0,1
"Under",55,"dome","fieldturf",72,0,0
"Under",44.5,"outdoors","sportturf",47,3,0
"Under",49.5,"outdoors","astroturf",38,10,0
"Under",41,"outdoors","grass",60,0,1
"Under",44,"outdoors","grass",43,7,1
"Under",49,"closed","fieldturf",72,0,1
"Over",41.5,"outdoors","grass",58,16,1
"Over",49,"outdoors","fieldturf",43,9,1
"Under",46.5,"outdoors","fieldturf",43,9,1
"Under",49,"outdoors","grass",64,6,1
"Under",42,"outdoors","grass",54,6,0
"Under",42.5,"dome","fieldturf",72,0,1
"Under",38,"outdoors","fieldturf",46,4,1
"Over",54.5,"outdoors","grass",41,9,1
"Under",53.5,"outdoors","grass",44,5,0
"Under",39,"outdoors","grass",58,2,1
"Under",51,"outdoors","grass",37,0,1
"Over",40.5,"outdoors","grass",61,5,0
"Under",40,"outdoors","grass",48,3,0
"Under",44.5,"outdoors","grass",36,13,1
"Under",42,"closed","grass",72,0,0
"Over",42,"outdoors","grass",80,9,0
"Under",56,"dome","sportturf",72,0,1
"Under",47,"outdoors","fieldturf",34,9,1
"Under",49.5,"outdoors","grass",36,1,0
"Under",48.5,"outdoors","grass",75,7,0
"Over",43.5,"dome","astroplay",72,0,0
"Under",53,"closed","matrixturf",72,0,0
"Over",42,"outdoors","grass",64,10,0
"Over",36.5,"closed","grass",72,0,1
"Over",47,"outdoors","fieldturf",47,8,0
"Under",40,"outdoors","sportturf",54,5,1
"Over",38.5,"closed","grass",72,0,1
"Under",42.5,"outdoors","grass",31,7,1
"Over",41,"outdoors","grass",80,12,1
"Under",47,"outdoors","fieldturf",15,0,1
"Under",43.5,"outdoors","fieldturf",49,9,1
"Over",51.5,"outdoors","fieldturf",48,8,1
"Under",47,"outdoors","grass",79,6,1
"Under",46.5,"outdoors","grass",40,6,1
"Over",47.5,"outdoors","grass",58,0,1
"Under",48,"dome","fieldturf",72,0,1
"Over",49,"outdoors","grass",40,7,1
"Over",46.5,"outdoors","grass",27,5,1
"Under",41.5,"outdoors","fieldturf",43,5,1
"Under",38,"outdoors","grass",51,3,1
"Under",48,"outdoors","grass",37,5,1
"Over",37.5,"outdoors","grass",51,6,0
"Under",47.5,"outdoors","grass",48,10,1
"Under",47,"closed","fieldturf",72,0,0
"Under",47.5,"closed","matrixturf",72,0,0
"Over",47.5,"outdoors","fieldturf",20,12,0
"Over",40,"outdoors","fieldturf",48,0,0
"Under",52.5,"outdoors","grass",24,0,0
"Under",53.5,"outdoors","grass",40,7,0
"Over",44.5,"outdoors","fieldturf",52,15,0
"Under",52,"outdoors","fieldturf",51,15,0
"Over",47,"closed","grass",72,0,0
"Under",51,"outdoors","fieldturf",65,7,0
"Under",44.5,"outdoors","astroturf",56,15,0
"Over",48.5,"outdoors","grass",72,11,1
"Over",41,"closed","grass",72,0,0
"Under",41,"outdoors","grass",77,7,0
"Over",39,"outdoors","fieldturf",77,8,0
"Over",41.5,"dome","astroplay",72,0,1
"Under",45.5,"outdoors","grass",69,10,0
"Over",48.5,"closed","grass",72,0,0
"Over",45.5,"outdoors","grass",84,10,0
"Under",46.5,"outdoors","grass",88,13,0
"Over",43,"outdoors","grass",73,9,0
"Over",40.5,"outdoors","grass",84,8,0
"Over",52,"closed","matrixturf",72,0,1
"Under",55,"dome","fieldturf",72,0,0
"Under",42.5,"outdoors","grass",70,5,0
"Over",42,"outdoors","grass",87,13,1
"Over",45,"outdoors","astroturf",62,7,1
"Under",41,"outdoors","grass",88,6,0
"Over",45.5,"outdoors","grass",70,6,0
"Under",47.5,"outdoors","fieldturf",69,6,0
"Over",41,"outdoors","grass",64,12,0
"Under",44,"outdoors","fieldturf",67,0,1
"Under",47,"dome","sportturf",72,0,1
"Under",49.5,"outdoors","fieldturf",73,9,0
"Over",46,"outdoors","grass",66,10,0
"Under",41,"outdoors","grass",72,9,0
"Over",42.5,"outdoors","grass",87,5,0
"Over",42,"outdoors","grass",80,8,0
"Under",53,"outdoors","grass",77,15,1
"Under",49,"outdoors","grass",62,9,0
"Under",45.5,"closed","fieldturf",72,0,0
"Over",45,"outdoors","fieldturf",71,4,1
"Over",45.5,"outdoors","sportturf",70,12,1
"Over",43,"outdoors","grass",69,9,1
"Over",43.5,"outdoors","grass",75,16,0
"Over",43.5,"closed","matrixturf",72,0,0
"Under",41,"closed","fieldturf",72,0,0
"Under",45.5,"outdoors","fieldturf",75,12,0
"Over",48.5,"outdoors","fieldturf",68,6,0
"Under",47,"outdoors","fieldturf",66,7,0
"Under",48.5,"dome","astroplay",72,0,0
"Over",46.5,"outdoors","grass",74,3,1
"Over",45,"closed","grass",72,0,1
"Over",43.5,"outdoors","grass",87,6,1
"Under",43.5,"outdoors","fieldturf",60,5,0
"Under",45,"dome","fieldturf",72,0,0
"Over",47,"outdoors","grass",67,5,0
"Under",44,"outdoors","grass",63,8,1
"Under",42,"outdoors","grass",59,5,1
"Over",47.5,"dome","fieldturf",72,0,0
"Under",46.5,"outdoors","astroturf",60,8,0
"Under",44.5,"outdoors","grass",55,12,0
"Over",45,"outdoors","fieldturf",68,5,0
"Under",43,"open","fieldturf",72,0,1
"Over",40,"outdoors","grass",74,5,1
"Under",46,"outdoors","grass",58,13,1
"Over",44.5,"outdoors","grass",68,11,0
"Over",43.5,"closed","grass",72,0,1
"Under",43.5,"outdoors","grass",61,9,0
"Under",48,"outdoors","grass",74,5,0
"Under",48,"dome","sportturf",72,0,0
"Under",43,"outdoors","fieldturf",74,8,0
"Over",40.5,"closed","fieldturf",72,0,1
"Under",48.5,"dome","fieldturf",72,0,0
"Over",43,"outdoors","sportturf",65,2,1
"Over",44.5,"outdoors","fieldturf",66,3,0
"Under",45,"outdoors","grass",67,14,0
"Under",44,"outdoors","grass",72,10,0
"Over",49.5,"outdoors","grass",67,6,0
"Over",41,"outdoors","grass",84,9,0
"Under",43,"outdoors","grass",67,5,0
"Over",46,"dome","fieldturf",72,0,0
"Under",51,"closed","matrixturf",72,0,0
"Under",44.5,"outdoors","grass",72,10,1
"Over",43.5,"outdoors","fieldturf",61,4,0
"Under",45.5,"outdoors","grass",93,10,0
"Under",52,"dome","sportturf",72,0,1
"Over",42.5,"outdoors","astroturf",40,4,0
"Over",41.5,"outdoors","grass",47,20,0
"Over",45,"dome","fieldturf",72,0,1
"Over",43.5,"outdoors","grass",73,18,1
"Under",43,"outdoors","fieldturf",54,10,0
"Over",39.5,"outdoors","fieldturf",49,16,0
"Under",45,"outdoors","grass",45,12,0
"Over",44,"outdoors","grass",56,8,0
"Over",41,"outdoors","fieldturf",61,5,0
"Under",50,"outdoors","grass",54,12,0
"Over",43.5,"outdoors","grass",69,7,0
"Over",53.5,"closed","fieldturf",72,0,0
"Under",50.5,"outdoors","grass",44,6,1
"Under",41.5,"outdoors","grass",75,8,1
"Over",41,"outdoors","grass",48,2,0
"Over",44.5,"dome","fieldturf",72,0,1
"Under",52.5,"open","fieldturf",72,0,0
"Under",41.5,"outdoors","grass",58,7,0
"Over",46.5,"outdoors","grass",84,13,0
"Over",47,"outdoors","fieldturf",58,9,1
"Under",43.5,"dome","astroplay",72,0,0
"Under",45.5,"outdoors","grass",59,8,0
"Over",42,"outdoors","grass",64,5,0
"Over",48,"outdoors","grass",77,4,1
"Over",44.5,"outdoors","fieldturf",71,14,1
"Under",46,"outdoors","grass",71,0,0
"Under",49.5,"closed","grass",72,0,0
"Under",51,"outdoors","fieldturf",58,10,1
"Over",45,"outdoors","grass",50,2,0
"Under",47.5,"dome","fieldturf",72,0,1
"Over",50,"outdoors","sportturf",63,10,0
"Under",43.5,"outdoors","grass",62,11,1
"Over",46,"outdoors","grass",58,21,0
"Under",43,"closed","fieldturf",72,0,1
"Over",51.5,"dome","sportturf",72,0,0
"Under",49,"outdoors","grass",62,11,1
"Under",41,"dome","astroplay",72,0,1
"Over",43.5,"outdoors","grass",68,8,0
"Under",41.5,"closed","matrixturf",72,0,0
"Under",46,"outdoors","grass",61,9,0
"Over",44.5,"outdoors","grass",60,7,0
"Under",45.5,"outdoors","fieldturf",71,4,1
"Over",44,"outdoors","astroturf",49,7,1
"Over",45.5,"outdoors","grass",57,10,0
"Under",40,"outdoors","fieldturf",51,14,0
"Under",51.5,"outdoors","fieldturf",54,12,0
"Over",50,"dome","sportturf",72,0,0
"Over",42,"outdoors","fieldturf",56,10,0
"Over",47.5,"outdoors","grass",54,5,0
"Under",43.5,"outdoors","grass",58,0,0
"Over",49,"outdoors","grass",80,3,0
"Over",45,"open","fieldturf",72,0,0
"Over",43.5,"closed","matrixturf",72,0,1
"Under",49,"outdoors","grass",63,9,0
"Under",41.5,"outdoors","fieldturf",60,16,1
"Under",47,"outdoors","sportturf",60,10,0
"Under",50,"outdoors","grass",55,7,1
"Under",49,"outdoors","grass",59,13,0
"Under",43.5,"outdoors","grass",61,12,1
"Over",42,"dome","astroplay",72,0,0
"Under",43.5,"outdoors","grass",79,13,0
"Under",42.5,"outdoors","grass",57,2,0
"Over",52,"outdoors","grass",61,5,0
"Under",44,"outdoors","grass",62,31,0
"Under",42,"outdoors","grass",64,5,1
"Over",52.5,"outdoors","fieldturf",60,8,0
"Over",43.5,"outdoors","fieldturf",49,0,1
"Under",46.5,"outdoors","fieldturf",53,4,0
"Under",41.5,"outdoors","grass",75,5,1
"Under",47.5,"dome","fieldturf",72,0,0
"Under",41,"outdoors","sportturf",47,14,0
"Over",44,"outdoors","grass",50,8,0
"Under",41.5,"outdoors","grass",29,9,0
"Under",50,"dome","fieldturf",72,0,0
"Over",40,"closed","fieldturf",72,0,0
"Under",45,"outdoors","grass",74,10,0
"Over",46,"outdoors","grass",48,15,0
"Under",45.5,"outdoors","grass",87,4,1
"Under",45,"outdoors","fieldturf",30,8,1
"Over",40,"outdoors","fieldturf",46,6,1
"Over",48,"closed","grass",72,0,0
"Under",47.5,"outdoors","fieldturf",29,8,1
"Over",46.5,"dome","fieldturf",72,0,0
"Over",44.5,"closed","matrixturf",72,0,0
"Under",45,"outdoors","grass",39,19,1
"Under",45,"dome","fieldturf",72,0,0
"Under",42,"outdoors","fieldturf",41,8,0
"Under",50.5,"closed","fieldturf",72,0,0
"Under",46.5,"closed","fieldturf",72,0,0
"Over",47,"outdoors","grass",75,8,0
"Over",41,"outdoors","grass",35,7,0
"Over",44,"outdoors","fieldturf",45,5,1
"Under",45,"outdoors","grass",56,4,0
"Under",47.5,"outdoors","grass",46,5,1
"Under",45,"outdoors","grass",54,4,1
"Over",46.5,"outdoors","fieldturf",38,2,0
"Over",43,"outdoors","grass",23,3,0
"Over",41,"outdoors","grass",45,9,1
"Over",46,"dome","fieldturf",72,0,1
"Over",42,"outdoors","astroturf",47,8,0
"Over",43,"outdoors","grass",50,5,0
"Under",44,"outdoors","grass",45,12,1
"Under",43,"outdoors","grass",80,21,0
"Over",43,"outdoors","fieldturf",37,3,0
"Under",45.5,"outdoors","fieldturf",51,8,0
"Under",43,"dome","astroplay",72,0,1
"Under",46.5,"outdoors","grass",79,18,1
"Over",43.5,"outdoors","grass",56,1,1
"Over",45.5,"outdoors","grass",57,3,1
"Under",45,"outdoors","grass",78,4,1
"Over",49.5,"outdoors","fieldturf",52,5,0
"Over",50.5,"dome","sportturf",72,0,1
"Over",50.5,"outdoors","grass",37,2,0
"Under",43,"outdoors","grass",41,0,1
"Under",46.5,"open","grass",72,0,0
"Under",42,"outdoors","sportturf",65,2,0
"Under",45.5,"outdoors","grass",63,6,1
"Over",42.5,"outdoors","grass",62,12,0
"Over",49,"outdoors","fieldturf",63,8,1
"Under",43,"outdoors","grass",63,11,0
"Over",45.5,"outdoors","grass",79,5,1
"Under",42,"outdoors","grass",61,14,1
"Under",43,"outdoors","fieldturf",67,5,0
"Under",48,"outdoors","grass",66,3,0
"Under",41.5,"dome","astroplay",72,0,0
"Under",52,"outdoors","grass",81,15,1
"Under",43,"outdoors","grass",45,2,1
"Under",43,"outdoors","grass",53,10,0
"Under",46,"closed","fieldturf",72,0,0
"Over",47.5,"outdoors","grass",77,6,0
"Over",41,"dome","astroplay",72,0,0
"Under",41,"closed","matrixturf",72,0,0
"Over",41,"outdoors","sportturf",41,5,0
"Under",42,"closed","fieldturf",72,0,1
"Under",47.5,"outdoors","grass",65,8,0
"Over",43.5,"outdoors","fieldturf",36,3,1
"Over",48,"outdoors","fieldturf",40,12,0
"Over",46.5,"outdoors","fieldturf",41,8,0
"Over",46,"outdoors","grass",43,3,0
"Over",47,"outdoors","grass",54,18,0
"Under",45,"outdoors","fieldturf",47,10,0
"Over",45.5,"outdoors","grass",41,8,0
"Under",46.5,"outdoors","grass",61,11,0
"Under",41,"outdoors","grass",52,14,0
"Over",50.5,"outdoors","grass",37,4,0
"Over",52,"dome","sportturf",72,0,0
"Under",45,"outdoors","grass",47,25,1
"Over",48,"outdoors","grass",52,6,1
"Under",45.5,"dome","fieldturf",72,0,1
"Under",47.5,"outdoors","sportturf",64,9,1
"Under",42,"outdoors","astroturf",39,11,0
"Over",42.5,"dome","fieldturf",72,0,0
"Under",42.5,"outdoors","grass",36,16,0
"Under",44,"outdoors","grass",82,15,0
"Over",45.5,"outdoors","fieldturf",57,11,1
"Over",44,"outdoors","grass",83,13,0
"Over",39,"outdoors","grass",73,15,1
"Over",52.5,"dome","sportturf",72,0,0
"Under",50,"closed","grass",72,0,0
"Under",42,"outdoors","fieldturf",37,0,1
"Over",44.5,"outdoors","fieldturf",13,8,0
"Under",39,"outdoors","grass",16,6,0
"Under",53.5,"dome","fieldturf",72,0,1
"Under",41,"outdoors","astroturf",35,21,1
"Under",45,"outdoors","grass",31,15,1
"Under",40.5,"outdoors","fieldturf",35,7,1
"Under",47,"outdoors","grass",34,18,1
"Over",41,"closed","matrixturf",72,0,1
"Under",45,"closed","fieldturf",72,0,1
"Over",39,"closed","fieldturf",72,0,1
"Under",46.5,"outdoors","grass",80,7,1
"Over",51,"outdoors","fieldturf",45,17,1
"Under",46.5,"closed","grass",72,0,1
"Over",44,"outdoors","grass",54,4,1
"Over",42,"outdoors","grass",50,5,1
"Under",43.5,"outdoors","grass",37,9,1
"Under",39,"outdoors","grass",53,6,1
"Under",44,"outdoors","grass",24,11,1
"Under",39.5,"closed","fieldturf",72,0,0
"Under",46,"outdoors","fieldturf",51,5,1
"Under",40,"outdoors","fieldturf",-6,12,0
"Over",47,"outdoors","grass",61,14,0
"Over",44,"outdoors","fieldturf",38,6,0
"Under",49,"closed","grass",72,0,0
"Over",41.5,"outdoors","grass",43,7,0
"Under",41.5,"outdoors","grass",43,9,0
"Under",45,"outdoors","grass",46,6,0
"Over",47,"outdoors","grass",39,4,0
"Under",43,"outdoors","grass",76,16,0
"Over",40.5,"outdoors","grass",85,10,0
"Over",46.5,"dome","fieldturf",72,0,1
"Under",44.5,"outdoors","grass",84,8,0
"Under",43,"closed","fieldturf",72,0,0
"Over",47,"outdoors","grass",90,3,0
"Over",45.5,"outdoors","grass",74,9,1
"Over",50,"dome","sportturf",72,0,0
"Over",42,"outdoors","fieldturf",79,17,0
"Under",41,"outdoors","grass",85,14,0
"Over",40,"outdoors","grass",76,5,0
"Under",43.5,"outdoors","fieldturf",61,2,0
"Under",47.5,"closed","matrixturf",72,0,1
"Over",51.5,"open","fieldturf",72,0,0
"Under",44.5,"closed","grass",72,0,0
"Over",49,"outdoors","grass",79,4,0
"Under",44,"outdoors","grass",66,17,1
"Over",40.5,"outdoors","astroturf",60,11,1
"Under",49.5,"closed","grass",72,0,0
"Over",44.5,"outdoors","grass",82,4,0
"Over",42,"outdoors","grass",74,7,1
"Under",48,"dome","fieldturf",72,0,0
"Under",41.5,"closed","fieldturf",72,0,0
"Over",42,"outdoors","fieldturf",79,10,1
"Under",54,"outdoors","fieldturf",80,5,0
"Under",48,"outdoors","grass",72,4,1
"Over",47,"outdoors","grass",81,6,1
"Under",38,"outdoors","grass",88,3,1
"Over",47,"outdoors","grass",85,4,0
"Over",47.5,"outdoors","grass",79,7,0
"Over",47.5,"outdoors","grass",82,7,0
"Under",43,"dome","sportturf",72,0,1
"Over",42.5,"outdoors","grass",84,5,0
"Under",38.5,"outdoors","fieldturf",68,4,0
"Over",48,"outdoors","astroturf",64,8,0
"Under",43,"outdoors","grass",80,0,0
"Over",42,"outdoors","fieldturf",81,3,0
"Over",47.5,"outdoors","grass",72,17,1
"Under",45,"outdoors","grass",88,8,0
"Over",42,"outdoors","grass",86,16,0
"Over",47,"outdoors","fieldturf",67,2,1
"Under",47,"outdoors","grass",89,2,0
"Over",42,"outdoors","fieldturf",66,6,1
"Over",40.5,"outdoors","grass",91,4,0
"Under",51.5,"closed","fieldturf",72,0,0
"Under",44.5,"outdoors","grass",65,9,0
"Under",46.5,"outdoors","grass",73,7,0
"Over",45,"closed","matrixturf",72,0,0
"Over",54,"dome","sportturf",72,0,1
"Under",46,"outdoors","fieldturf",62,2,0
"Over",48,"outdoors","grass",59,7,1
"Over",48.5,"dome","fieldturf",72,0,1
"Over",45,"outdoors","grass",65,2,0
"Under",48,"outdoors","grass",62,6,1
"Over",40,"closed","fieldturf",72,0,1
"Under",41,"outdoors","fieldturf",56,7,1
"Over",40,"outdoors","fieldturf",61,0,0
"Over",48,"outdoors","grass",67,1,0
"Under",43,"outdoors","grass",88,7,0
"Under",43.5,"closed","grass",72,0,1
"Over",54,"outdoors","grass",74,8,0
"Under",44,"outdoors","grass",68,10,0
"Over",48,"outdoors","grass",59,6,0
"Under",42.5,"dome","sportturf",72,0,0
"Over",42.5,"outdoors","grass",75,16,1
"Under",44.5,"outdoors","grass",62,16,0
"Under",47.5,"outdoors","grass",58,13,0
"Over",46,"dome","fieldturf",72,0,0
"Over",47.5,"open","fieldturf",72,0,0
"Over",44.5,"outdoors","grass",88,15,0
"Over",39,"dome","sportturf",72,0,0
"Under",50,"outdoors","grass",57,9,0
"Under",44.5,"outdoors","grass",72,5,0
"Under",46,"closed","matrixturf",72,0,0
"Over",41.5,"outdoors","grass",91,5,0
"Over",50.5,"outdoors","grass",75,7,1
"Under",49,"outdoors","grass",49,7,0
"Under",46.5,"outdoors","grass",66,7,1
"Under",44,"outdoors","grass",70,9,1
"Over",44,"outdoors","astroturf",72,22,0
"Under",46,"outdoors","grass",69,7,0
"Over",44,"dome","fieldturf",72,0,0
"Under",49.5,"outdoors","grass",81,15,0
"Over",48.5,"outdoors","fieldturf",66,14,0
"Over",53.5,"dome","sportturf",72,0,1
"Over",42.5,"outdoors","fieldturf",66,6,0
"Over",45,"outdoors","grass",75,10,0
"Over",45,"outdoors","grass",69,13,1
"Under",46.5,"outdoors","grass",61,6,1
"Under",47,"outdoors","grass",69,8,0
"Over",45.5,"outdoors","fieldturf",54,10,0
"Over",47.5,"closed","fieldturf",72,0,1
"Under",46,"closed","grass",72,0,0
"Under",46.5,"outdoors","grass",47,10,1
"Under",44.5,"outdoors","grass",55,12,0
"Over",46.5,"outdoors","fieldturf",65,5,1
"Under",50,"dome","fieldturf",72,0,0
"Over",47.5,"outdoors","grass",70,6,0
"Under",51,"outdoors","grass",68,9,0
"Over",46,"outdoors","grass",81,11,1
"Under",40.5,"outdoors","fieldturf",58,36,0
"Under",39,"outdoors","grass",62,20,0
"Over",48.5,"outdoors","grass",68,5,1
"Over",52.5,"dome","fieldturf",72,0,0
"Over",45,"outdoors","grass",68,5,0
"Under",49,"outdoors","grass",63,13,0
"Under",43,"closed","grass",72,0,1
"Under",40,"outdoors","grass",71,5,0
"Over",43.5,"outdoors","grass",71,3,1
"Over",49,"outdoors","grass",54,2,0
"Over",48,"outdoors","astroturf",49,9,1
"Over",45.5,"outdoors","grass",85,5,0
"Over",45.5,"outdoors","grass",53,15,0
"Under",46.5,"closed","fieldturf",72,0,0
"Under",50.5,"closed","fieldturf",72,0,0
"Under",50,"dome","sportturf",72,0,0
"Over",48,"outdoors","grass",86,15,0
"Over",43,"outdoors","grass",76,6,1
"Over",51,"dome","fieldturf",72,0,0
"Over",44,"closed","matrixturf",72,0,1
"Under",39.5,"outdoors","grass",58,12,1
"Over",49,"outdoors","grass",76,2,1
"Under",46,"outdoors","grass",65,15,1
"Under",49,"outdoors","grass",58,4,0
"Under",42.5,"outdoors","grass",62,7,0
"Over",45,"outdoors","grass",80,14,1
"Under",42.5,"dome","sportturf",72,0,1
"Over",42.5,"outdoors","fieldturf",56,9,1
"Under",44.5,"outdoors","grass",75,2,0
"Over",53,"outdoors","grass",70,0,0
"Over",52,"outdoors","grass",68,7,0
"Over",47.5,"outdoors","grass",76,6,0
"Over",44.5,"outdoors","grass",65,6,1
"Over",43.5,"outdoors","fieldturf",61,4,0
"Under",44,"outdoors","grass",54,3,1
"Under",44,"outdoors","grass",45,6,0
"Over",42,"outdoors","grass",69,10,1
"Under",50,"dome","sportturf",72,0,0
"Under",39,"outdoors","fieldturf",62,7,0
"Under",48.5,"outdoors","grass",58,10,0
"Over",45,"outdoors","grass",81,4,0
"Over",48.5,"outdoors","grass",56,3,0
"Over",42,"outdoors","grass",58,7,0
"Over",48.5,"outdoors","grass",85,11,0
"Under",46.5,"closed","grass",72,0,1
"Over",50.5,"outdoors","grass",56,7,0
"Over",49.5,"outdoors","fieldturf",43,3,0
"Under",49.5,"outdoors","fieldturf",56,2,0
"Under",52.5,"outdoors","grass",63,6,1
"Under",48,"outdoors","fieldturf",36,8,0
