"total_result","total_line","roof","surface","temp","wind","div_game"
"Over",48.5,"outdoors","grass",75,3,0
"Over",52,"closed","fieldturf",72,0,0
"Over",46,"outdoors","grass",66,5,0
"Over",44,"closed","matrixturf",72,0,0
"Under",44,"outdoors","grass",49,9,0
"Over",48,"closed","fieldturf",72,0,1
"Over",40.5,"outdoors","grass",86,10,0
"Under",50.5,"outdoors","fieldturf",65,6,1
"Over",41.5,"outdoors","grass",80,4,0
"Under",40,"closed","grass",72,0,1
"Over",44.5,"outdoors","grass",71,8,0
"Over",46,"outdoors","grass",78,9,0
"Under",51.5,"outdoors","fieldturf",71,7,0
"Under",51,"outdoors","grass",69,2,1
"Under",53.5,"outdoors","grass",65,5,1
"Over",49.5,"outdoors","fieldturf",66,6,0
"Under",38,"outdoors","astroturf",62,8,0
"Over",43.5,"outdoors","grass",80,3,0
"Under",47.5,"outdoors","fieldturf",87,4,0
"Under",44.5,"outdoors","grass",72,5,1
"Over",50,"dome","fieldturf",72,0,1
"Under",48,"outdoors","grass",58,5,0
"Over",42,"outdoors","fieldturf",77,7,0
"Over",57,"outdoors","grass",83,5,0
"Under",52,"outdoors","grass",75,10,1
"Under",48,"outdoors","grass",79,6,0
"Over",50.5,"outdoors","fieldturf",53,5,1
"Over",40.5,"outdoors","grass",79,15,1
"Under",45,"closed","astroturf",72,0,0
"Over",51.5,"dome","sportturf",72,0,0
"Over",45.5,"outdoors","fieldturf",70,3,1
"Over",57.5,"open","fieldturf",72,0,1
"Under",49.5,"outdoors","fieldturf",51,6,1
"Over",47,"outdoors","grass",51,9,0
"Under",40.5,"closed","astroturf",72,0,0
"Over",40.5,"outdoors","grass",89,8,0
"Over",43.5,"dome","sportturf",72,0,0
"Over",47.5,"outdoors","fieldturf",60,7,0
"Under",47.5,"outdoors","grass",52,10,0
"Under",44.5,"outdoors","grass",52,0,0
"Under",50,"outdoors","grass",25,6,0
"Over",39.5,"closed","matrixturf",72,0,0
"Under",43.5,"outdoors","grass",66,4,0
"Over",59.5,"outdoors","fieldturf",45,0,0
"Over",46.5,"outdoors","grass",37,5,0
"Over",42.5,"closed","grass",72,0,0
"Over",49,"outdoors","grass",44,9,0
"Under",43.5,"closed","fieldturf",72,0,0
"Under",43,"outdoors","grass",68,15,1
"Over",47,"outdoors","grass",89,8,0
"Over",45,"outdoors","fieldturf",46,16,0
"Under",45,"outdoors","grass",49,19,0
"Under",52.5,"outdoors","grass",79,7,0
"Under",49,"outdoors","grass",54,15,0
"Under",52,"outdoors","grass",62,5,1
"Under",40.5,"outdoors","grass",52,12,1
"Under",56,"outdoors","grass",59,10,0
"Under",46,"outdoors","grass",66,6,0
"Under",52,"open","fieldturf",72,0,0
"Over",45,"closed","astroturf",72,0,0
"Over",44,"outdoors","grass",61,10,0
"Under",42.5,"outdoors","grass",48,18,0
"Over",55,"outdoors","fieldturf",55,7,0
"Under",47.5,"dome","fieldturf",72,0,0
"Under",53,"outdoors","grass",56,12,1
"Under",43,"outdoors","fieldturf",51,11,1
"Over",47.5,"outdoors","grass",47,11,1
"Over",51,"outdoors","grass",69,8,0
"Under",40,"closed","grass",72,0,1
"Under",57,"outdoors","grass",82,1,0
"Under",53.5,"dome","sportturf",72,0,0
"Under",44.5,"outdoors","grass",48,12,0
"Under",44,"outdoors","astroturf",46,16,1
"Under",44,"outdoors","grass",82,8,0
"Under",47,"outdoors","grass",55,6,1
"Over",38,"outdoors","astroturf",49,12,0
"Over",55.5,"outdoors","grass",62,8,1
"Over",51,"outdoors","grass",53,16,0
"Under",43.5,"outdoors","grass",87,16,1
"Under",47,"dome","sportturf",72,0,1
"Over",46.5,"outdoors","grass",55,5,0
"Under",46.5,"outdoors","grass",53,3,0
"Under",48.5,"outdoors","fieldturf",56,4,0
"Over",57.5,"dome","sportturf",72,0,0
"Under",56,"outdoors","fieldturf",40,2,0
"Over",40,"closed","matrixturf",72,0,0
"Over",51,"outdoors","grass",40,4,0
"Over",44.5,"outdoors","grass",37,12,1
"Over",53,"outdoors","fieldturf",39,6,0
"Under",49.5,"outdoors","grass",36,9,0
"Over",48,"closed","fieldturf",72,0,1
"Under",49.5,"outdoors","grass",43,5,0
"Over",38,"outdoors","fieldturf",46,10,1
"Under",51,"outdoors","grass",82,3,0
"Under",47,"outdoors","grass",46,4,0
"Under",50,"outdoors","grass",69,16,1
"Under",48.5,"outdoors","grass",33,6,0
"Over",51,"outdoors","grass",75,1,1
"Over",45.5,"outdoors","grass",38,5,1
"Over",45,"outdoors","grass",62,0,0
"Over",49,"outdoors","fieldturf",54,6,0
"Under",50,"open","fieldturf",72,0,0
"Over",44,"outdoors","grass",48,8,1
"Under",48,"dome","fieldturf",72,0,0
"Under",50,"closed","fieldturf",72,0,1
"Under",47,"outdoors","grass",73,8,0
"Over",54.5,"outdoors","fieldturf",42,1,0
"Over",40.5,"outdoors","grass",48,6,0
"Over",41,"closed","grass",72,0,0
"Under",47,"outdoors","grass",69,4,1
"Under",56.5,"dome","sportturf",72,0,0
"Over",44,"outdoors","grass",33,6,1
"Over",63.5,"outdoors","grass",65,0,0
"Under",43,"dome","fieldturf",72,0,1
"Over",40,"closed","matrixturf",72,0,1
"Under",61,"dome","sportturf",72,0,1
"Over",42,"outdoors","grass",60,7,0
"Over",36.5,"outdoors","astroturf",44,12,0
"Over",46.5,"outdoors","grass",57,1,0
"Over",46.5,"outdoors","fieldturf",44,4,1
"Under",46.5,"outdoors","fieldturf",54,8,1
"Under",49,"outdoors","grass",56,10,1
"Under",54.5,"outdoors","grass",77,7,0
"Over",43.5,"outdoors","grass",74,3,0
"Under",47.5,"outdoors","grass",41,7,0
"Under",52.5,"closed","fieldturf",72,0,0
"Under",48.5,"dome","sportturf",72,0,1
"Over",42.5,"closed","astroturf",72,0,1
"Under",51.5,"closed","matrixturf",72,0,0
"Under",46.5,"open","fieldturf",72,0,0
"Under",45,"outdoors","fieldturf",63,12,0
"Under",54,"dome","fieldturf",72,0,0
"Under",41,"outdoors","grass",34,20,0
"Under",47.5,"closed","astroturf",72,0,0
"Under",45.5,"outdoors","grass",78,13,1
"Under",40,"outdoors","grass",86,15,1
"Over",44,"outdoors","fieldturf",52,3,0
"Under",52,"outdoors","grass",81,15,1
"Over",53.5,"outdoors","grass",57,6,1
"Over",40.5,"outdoors","grass",70,13,0
"Under",50,"outdoors","fieldturf",53,6,0
"Over",45.5,"outdoors","fieldturf",45,2,1
"Over",53.5,"outdoors","grass",57,8,0
"Under",45,"outdoors","grass",36,15,1
"Over",36.5,"outdoors","grass",44,5,1
"Over",37,"outdoors","astroturf",31,12,1
"Under",48,"outdoors","grass",28,4,0
"Over",51,"outdoors","grass",25,10,0
"Under",49.5,"closed","astroturf",72,0,1
"Over",49,"outdoors","grass",27,0,0
"Over",49.5,"outdoors","grass",82,13,1
"Under",55,"outdoors","grass",71,7,1
"Over",40.5,"outdoors","grass",33,6,1
"Under",48.5,"outdoors","grass",70,1,0
"Under",45.5,"outdoors","grass",54,3,0
"Under",40,"closed","grass",72,0,0
"Over",46,"closed","matrixturf",72,0,1
"Under",51,"outdoors","grass",55,8,0
"Under",50.5,"outdoors","grass",29,4,0
"Under",45.5,"outdoors","fieldturf",48,9,0
"Over",54,"outdoors","grass",39,5,1
"Over",44,"outdoors","fieldturf",51,8,0
"Under",47,"outdoors","grass",46,0,0
"Over",43.5,"closed","fieldturf",72,0,0
"Under",44.5,"outdoors","grass",43,10,0
"Under",40,"outdoors","astroturf",39,7,0
"Under",46.5,"outdoors","grass",45,10,1
"Under",46,"outdoors","fieldturf",43,2,0
"Under",47,"closed","fieldturf",72,0,0
"Under",36,"outdoors","grass",64,12,0
"Over",45,"dome","sportturf",72,0,0
"Under",42,"outdoors","fieldturf",40,6,0
"Over",44,"outdoors","grass",61,11,1
"Under",55,"outdoors","grass",42,5,0
"Over",52.5,"outdoors","grass",60,5,0
"Under",50.5,"outdoors","grass",48,3,1
"Over",38,"outdoors","grass",51,9,0
"Under",42.5,"outdoors","grass",60,5,0
"Under",46.5,"outdoors","grass",52,7,1
"Under",44,"outdoors","grass",37,9,1
"Under",48,"closed","matrixturf",72,0,0
"Under",41.5,"dome","fieldturf",72,0,1
"Over",48.5,"closed","fieldturf",72,0,0
"Under",39.5,"outdoors","grass",73,9,0
"Under",46,"outdoors","fieldturf",40,12,1
"Over",47.5,"outdoors","fieldturf",43,8,0
"Over",47,"outdoors","grass",44,5,0
"Under",43,"closed","grass",72,0,1
"Under",44,"outdoors","grass",50,5,0
"Over",53,"dome","sportturf",72,0,0
"Over",54,"outdoors","fieldturf",43,8,0
"Under",42.5,"outdoors","grass",58,14,1
"Over",39.5,"outdoors","astroturf",33,9,1
"Under",44.5,"outdoors","grass",26,15,1
"Under",39.5,"closed","astroturf",72,0,1
"Under",47,"outdoors","fieldturf",33,2,1
"Over",42,"dome","sportturf",72,0,1
"Over",38.5,"outdoors","fieldturf",37,2,1
"Over",52,"outdoors","grass",80,5,1
"Over",41,"outdoors","grass",48,2,1
"Under",43.5,"outdoors","grass",51,6,1
"Under",54,"outdoors","grass",45,15,1
"Over",50.5,"outdoors","grass",65,3,1
"Under",39.5,"dome","sportturf",72,0,1
"Under",45.5,"outdoors","grass",42,9,1
"Over",39.5,"outdoors","fieldturf",45,5,1
"Under",43,"outdoors","grass",46,3,1
"Over",42.5,"outdoors","grass",53,4,1
"Under",48.5,"closed","astroturf",72,0,1
"Over",43,"closed","matrixturf",72,0,0
"Under",43,"outdoors","grass",52,12,0
"Under",42.5,"outdoors","grass",39,12,0
"Under",54.5,"outdoors","grass",32,13,0
"Over",48,"outdoors","grass",57,1,0
"Over",47.5,"outdoors","fieldturf",26,3,0
"Under",52,"dome","sportturf",72,0,0
"Under",55,"dome","sportturf",72,0,0
"Over",56.5,"outdoors","grass",19,14,0
"Under",55.5,"closed","fieldturf",72,0,0
"Under",47,"outdoors","grass",65,10,1
"Over",49.5,"outdoors","grass",87,3,0
"Over",44,"outdoors","grass",71,10,0
"Over",49,"outdoors","grass",91,6,0
"Over",41,"outdoors","grass",91,8,0
"Under",47,"dome","sportturf",72,0,0
"Under",41,"outdoors","fieldturf",77,6,1
"Over",44,"outdoors","grass",79,4,1
"Over",44.5,"outdoors","grass",77,10,0
"Under",44,"outdoors","fieldturf",64,7,0
"Over",45.5,"closed","grass",72,0,0
"Over",44,"closed","fieldturf",72,0,1
"Under",51,"outdoors","grass",93,9,0
"Under",49,"outdoors","grass",66,2,0
"Over",52,"dome","astroturf",72,0,0
"Under",42.5,"outdoors","grass",68,15,1
"Under",48,"outdoors","grass",85,3,1
"Under",46,"outdoors","grass",82,8,0
"Over",46,"outdoors","grass",81,5,0
"Under",47,"dome","fieldturf",72,0,0
"Under",43,"outdoors","grass",72,5,1
"Under",43,"closed","grass",72,0,1
"Under",48.5,"outdoors","grass",87,4,1
"Under",44.5,"outdoors","fieldturf",79,5,0
"Over",47,"outdoors","grass",81,3,0
"Under",43.5,"outdoors","grass",93,1,1
"Over",46.5,"outdoors","grass",80,7,1
"Under",53.5,"outdoors","grass",70,13,1
"Under",41,"outdoors","grass",87,3,0
"Under",52.5,"outdoors","grass",85,4,0
"Under",53,"open","fieldturf",72,0,0
"Under",45.5,"outdoors","fieldturf",72,3,0
"Under",38,"outdoors","grass",73,9,1
"Under",43.5,"outdoors","astroturf",83,13,0
"Under",46.5,"closed","fieldturf",72,0,0
"Over",42,"outdoors","grass",69,7,0
"Over",48,"closed","fieldturf",72,0,0
"Over",52,"outdoors","astroturf",69,3,0
"Over",43,"dome","sportturf",72,0,0
"Over",43,"outdoors","grass",81,10,1
"Over",45,"outdoors","grass",84,7,0
"Over",46,"closed","grass",72,0,0
"Over",48,"outdoors","grass",88,11,0
"Under",49,"outdoors","grass",87,4,0
"Over",44,"outdoors","fieldturf",63,8,0
"Under",44.5,"outdoors","grass",79,3,0
"Under",48,"outdoors","grass",83,12,0
"Over",41,"outdoors","grass",87,5,0
"Over",46,"outdoors","grass",60,3,0
"Under",46,"closed","fieldturf",72,0,0
"Over",47,"outdoors","grass",83,8,1
"Under",41.5,"outdoors","astroturf",58,10,1
"Over",54.5,"dome","fieldturf",72,0,0
"Under",47.5,"closed","grass",72,0,0
"Over",46,"closed","fieldturf",72,0,0
"Under",43.5,"outdoors","grass",88,15,0
"Under",48,"outdoors","fieldturf",77,11,1
"Under",49,"closed","grass",72,0,1
"Over",48.5,"outdoors","grass",74,2,0
"Under",38,"outdoors","grass",67,8,1
"Over",37,"outdoors","grass",87,14,0
"Under",47,"dome","astroturf",72,0,0
"Under",45.5,"outdoors","grass",76,1,1
"Over",49,"outdoors","fieldturf",57,7,1
"Over",41,"outdoors","grass",72,4,0
"Over",45,"outdoors","grass",76,6,0
"Over",49,"closed","grass",72,0,0
"Over",46,"dome","astroturf",72,0,1
"Under",44,"outdoors","fieldturf",66,10,0
"Over",39.5,"outdoors","grass",59,15,0
"Under",43,"outdoors","grass",68,10,0
"Over",44,"outdoors","grass",70,7,1
"Under",39.5,"outdoors","grass",77,13,0
"Under",42,"outdoors","grass",70,8,0
"Under",46,"outdoors","grass",85,12,1
"Over",46.5,"closed","fieldturf",72,0,0
"Under",55.5,"outdoors","astroturf",59,3,0
"Under",47.5,"outdoors","grass",87,8,0
"Over",43,"outdoors","grass",54,13,0
"Over",48.5,"outdoors","grass",61,14,1
"Under",47,"outdoors","grass",64,7,1
"Over",45.5,"outdoors","grass",58,20,0
"Under",42.5,"outdoors","grass",81,3,0
"Over",54.5,"outdoors","astroturf",56,2,0
"Under",42,"outdoors","grass",84,13,0
"Over",44,"dome","sportturf",72,0,0
"Over",52.5,"closed","grass",72,0,0
"Under",49.5,"outdoors","grass",77,2,1
"Under",41,"outdoors","grass",69,7,0
"Over",43.5,"outdoors","fieldturf",66,7,0
"Under",42.5,"outdoors","grass",71,9,0
"Under",47,"outdoors","grass",43,5,1
"Under",49.5,"outdoors","grass",75,6,1
"Under",54.5,"open","fieldturf",72,0,0
"Over",42.5,"outdoors","astroturf",65,7,1
"Under",44.5,"outdoors","grass",70,2,0
"Over",43.5,"dome","fieldturf",72,0,1
"Over",48,"outdoors","grass",55,6,0
"Over",46.5,"open","fieldturf",72,0,1
"Under",49.5,"outdoors","fieldturf",56,3,0
"Under",39,"outdoors","grass",55,12,0
"Over",42.5,"outdoors","grass",77,2,0
"Over",37,"outdoors","grass",54,6,0
"Under",49,"outdoors","fieldturf",50,8,0
"Under",50,"closed","fieldturf",72,0,1
"Under",43,"outdoors","fieldturf",58,0,1
"Under",42,"dome","sportturf",72,0,0
"Under",48.5,"open","fieldturf",72,0,0
"Over",39.5,"outdoors","astroturf",54,23,0
"Under",41,"outdoors","grass",52,9,0
"Over",49,"dome","fieldturf",72,0,0
"Under",41,"open","fieldturf",72,0,0
"Over",39.5,"outdoors","grass",79,11,0
"Under",48.5,"outdoors","grass",48,5,0
"Under",47.5,"dome","astroturf",72,0,0
"Over",45.5,"outdoors","grass",59,3,0
"Over",41,"outdoors","grass",66,19,0
"Under",52,"closed","grass",72,0,0
"Under",43,"outdoors","grass",49,11,0
"Over",48,"outdoors","astroturf",54,5,0
"Under",44,"outdoors","grass",59,2,0
"Over",43.5,"closed","grass",72,0,1
"Under",46,"outdoors","grass",53,6,1
"Under",37,"outdoors","astroturf",42,18,0
"Over",43,"outdoors","grass",58,5,0
"Over",46,"outdoors","astroturf",54,15,0
"Over",42.5,"outdoors","grass",85,11,1
"Under",41,"outdoors","grass",52,13,0
"Over",39.5,"outdoors","grass",48,12,0
"Over",51.5,"outdoors","grass",71,6,0
"Over",51,"outdoors","fieldturf",54,6,0
"Over",39,"outdoors","grass",55,4,0
"Under",50,"outdoors","grass",79,2,0
"Over",44.5,"outdoors","grass",48,1,0
"Over",48.5,"outdoors","fieldturf",51,10,1
"Over",49,"outdoors","grass",54,9,1
"Under",38,"outdoors","grass",40,12,1
"Over",44,"outdoors","grass",56,9,1
"Under",42,"outdoors","grass",50,10,0
"Under",51.5,"dome","astroturf",72,0,1
"Over",43,"outdoors","fieldturf",48,8,0
"Over",51,"outdoors","grass",77,8,0
"Over",49,"outdoors","grass",63,9,0
"Under",44.5,"closed","fieldturf",72,0,0
"Under",49,"outdoors","grass",34,6,0
"Under",43,"outdoors","grass",55,12,0
"Over",48.5,"closed","fieldturf",72,0,0
"Over",47,"outdoors","grass",77,3,1
"Under",41.5,"outdoors","grass",36,10,1
"Under",51,"outdoors","grass",44,10,0
"Under",49,"outdoors","grass",51,11,1
"Over",46.5,"dome","fieldturf",72,0,0
"Over",41.5,"closed","fieldturf",72,0,1
"Over",41.5,"outdoors","grass",62,13,1
"Over",40.5,"dome","sportturf",72,0,0
"Over",50.5,"outdoors","grass",55,4,1
"Over",37.5,"outdoors","grass",43,8,0
"Over",44,"outdoors","grass",72,0,1
"Under",48,"outdoors","grass",76,13,0
"Under",45,"outdoors","grass",42,13,0
"Under",40,"outdoors","grass",79,0,0
"Under",52.5,"outdoors","grass",67,7,1
"Under",46,"closed","grass",72,0,1
"Over",51.5,"closed","fieldturf",72,0,1
"Under",37,"outdoors","astroturf",40,17,0
"Under",41,"outdoors","grass",48,12,0
"Under",37.5,"outdoors","grass",46,10,1
"Over",45.5,"outdoors","grass",39,14,0
"Over",46,"dome","astroturf",72,0,1
"Under",45,"outdoors","fieldturf",43,12,0
"Under",45.5,"outdoors","grass",40,17,0
"Under",39,"outdoors","grass",46,17,0
"Over",42,"outdoors","grass",52,9,1
"Under",44.5,"outdoors","grass",38,16,0
"Under",48,"outdoors","grass",63,7,0
"Over",47,"outdoors","grass",62,5,0
"Over",37.5,"dome","fieldturf",72,0,1
"Under",46.5,"closed","fieldturf",72,0,0
"Under",48,"closed","fieldturf",72,0,1
"Under",45,"outdoors","grass",40,13,0
"Over",38.5,"outdoors","grass",64,16,0
"Under",43,"outdoors","grass",46,15,0
"Over",41.5,"closed","fieldturf",72,0,1
"Under",46.5,"outdoors","grass",77,15,0
"Over",45,"outdoors","grass",82,15,0
"Over",43.5,"outdoors","fieldturf",32,10,0
"Under",40,"outdoors","grass",46,6,1
"Under",47,"closed","grass",72,0,1
"Over",39,"outdoors","grass",33,7,1
"Under",49.5,"outdoors","astroturf",36,20,1
"Over",47,"closed","grass",72,0,0
"Over",48,"outdoors","fieldturf",51,1,0
"Over",43,"outdoors","grass",44,9,0
"Over",48,"closed","fieldturf",72,0,1
"Under",44,"outdoors","astroturf",43,18,0
"Over",43,"outdoors","grass",48,16,1
"Under",42.5,"outdoors","grass",37,10,0
"Over",42.5,"closed","grass",72,0,0
"Under",43.5,"dome","sportturf",72,0,1
"Over",45,"dome","astroturf",72,0,0
"Under",47,"outdoors","fieldturf",41,9,1
"Over",46.5,"outdoors","grass",78,9,0
"Over",42,"outdoors","grass",62,7,0
"Under",43.5,"closed","grass",72,0,0
"Under",49.5,"outdoors","grass",32,8,0
"Over",47,"outdoors","grass",59,5,0
"Under",47.5,"outdoors","grass",60,4,1
"Under",45.5,"outdoors","grass",53,11,1
"Over",44,"outdoors","grass",33,3,0
"Over",48.5,"outdoors","grass",56,5,0
"Over",42,"outdoors","grass",36,6,0
"Over",46,"dome","fieldturf",72,0,0
"Under",40,"outdoors","grass",11,7,1
"Under",43,"outdoors","astroturf",24,8,1
"Over",47,"outdoors","fieldturf",48,19,0
"Under",50,"outdoors","grass",45,4,1
"Over",38,"outdoors","grass",52,13,1
"Over",49,"closed","grass",72,0,0
"Over",45,"outdoors","grass",64,14,0
"Under",47,"outdoors","grass",59,7,0
"Over",48.5,"closed","fieldturf",72,0,0
"Over",50,"outdoors","grass",55,6,0
"Under",37,"outdoors","grass",31,6,0
"Under",48.5,"dome","astroturf",72,0,0
"Under",50,"outdoors","grass",73,11,0
"Over",39.5,"outdoors","grass",33,2,1
"Over",45.5,"outdoors","grass",58,12,1
"Under",48,"closed","fieldturf",72,0,0
"Under",48.5,"outdoors","grass",49,10,1
"Under",46,"closed","fieldturf",72,0,0
"Over",46,"outdoors","grass",76,15,0
"Under",36.5,"outdoors","fieldturf",45,6,0
"Over",49,"outdoors","grass",50,4,0
"Over",42,"outdoors","grass",44,6,1
"Over",40,"outdoors","grass",67,3,0
"Under",45,"outdoors","grass",64,10,1
"Under",47,"outdoors","grass",47,7,1
"Under",51,"outdoors","fieldturf",43,7,1
"Under",45.5,"outdoors","grass",45,10,0
"Under",47,"dome","sportturf",72,0,1
"Under",37,"outdoors","astroturf",43,7,1
"Over",45,"outdoors","grass",63,9,1
"Over",44,"outdoors","grass",64,7,1
"Under",44,"dome","fieldturf",72,0,1
"Over",46,"outdoors","astroturf",40,16,1
"Over",36.5,"dome","sportturf",72,0,1
"Over",46,"outdoors","grass",43,2,1
"Over",48,"outdoors","grass",78,12,1
"Over",35,"outdoors","grass",46,7,1
"Over",47.5,"closed","fieldturf",72,0,1
"Under",41.5,"outdoors","grass",31,6,1
"Over",43,"closed","grass",72,0,1
"Over",41.5,"outdoors","grass",73,4,1
"Over",46,"outdoors","grass",62,0,1
"Over",44,"outdoors","fieldturf",42,5,1
"Under",47,"outdoors","fieldturf",51,3,1
"Under",43,"closed","grass",72,0,0
"Under",45,"outdoors","grass",44,4,0
"Under",50,"dome","astroturf",72,0,0
"Under",44,"outdoors","grass",41,17,0
"Under",44.5,"outdoors","grass",56,11,0
"Under",47.5,"outdoors","grass",69,12,0
"Over",50.5,"outdoors","astroturf",29,11,0
"Over",46,"outdoors","grass",23,8,0
"Over",51,"outdoors","astroturf",17,10,0
"Over",46.5,"outdoors","grass",58,5,0
"Under",52.5,"outdoors","grass",65,6,0
"Over",53.5,"outdoors","grass",56,7,0
"Over",49.5,"closed","fieldturf",72,0,0
"Under",47,"outdoors","grass",76,5,1
"Over",39.5,"outdoors","astroturf",67,15,1
"Over",48,"outdoors","grass",81,5,0
"Over",42.5,"dome","fieldturf",72,0,1
"Over",44,"outdoors","grass",80,3,1
"Over",45,"dome","sportturf",72,0,1
"Under",41.5,"outdoors","grass",70,8,1
"Over",41.5,"outdoors","grass",76,5,1
"Under",41.5,"outdoors","grass",83,6,0
"Over",48.5,"dome","astroturf",72,0,1
"Under",48.5,"outdoors","grass",66,6,1
"Under",52,"dome","matrixturf",72,0,0
"Under",44,"outdoors","fieldturf",71,5,0
"Under",41,"outdoors","grass",79,10,0
"Over",44.5,"outdoors","grass",65,8,1
"Under",42.5,"outdoors","grass",66,12,0
"Over",53,"closed","fieldturf",72,0,0
"Over",51,"outdoors","grass",66,12,1
"Under",49,"closed","fieldturf",72,0,0
"Over",42.5,"outdoors","grass",90,5,1
"Over",41.5,"outdoors","fieldturf",61,7,0
"Over",46,"outdoors","grass",62,12,0
"Over",41,"outdoors","grass",64,5,0
"Over",47,"outdoors","grass",85,17,1
"Over",44.5,"outdoors","grass",72,5,1
"Under",46.5,"closed","grass",72,0,0
"Under",49.5,"closed","grass",72,0,0
"Under",47,"dome","matrixturf",72,0,1
"Over",45,"outdoors","fieldturf",70,5,0
"Over",47.5,"dome","grass",72,0,0
"Under",49,"outdoors","grass",81,12,0
"Over",46,"closed","fieldturf",72,0,0
"Over",46.5,"outdoors","astroturf",79,16,0
"Over",45,"outdoors","grass",73,18,0
"Over",49.5,"dome","sportturf",72,0,0
"Over",47,"outdoors","grass",73,8,0
"Over",44,"outdoors","fieldturf",75,2,0
"Under",46.5,"outdoors","grass",76,5,0
"Over",46.5,"outdoors","grass",79,6,0
"Under",44,"closed","fieldturf",72,0,0
"Under",43.5,"dome","matrixturf",72,0,0
"Under",55.5,"closed","grass",72,0,0
"Under",42.5,"outdoors","grass",55,7,0
"Over",58,"outdoors","fieldturf",63,3,0
"Over",52,"dome","astroturf",72,0,0
"Under",55,"outdoors","grass",73,8,0
"Over",41,"outdoors","fieldturf",64,6,0
"Under",52.5,"outdoors","grass",68,8,0
"Over",50,"outdoors","grass",64,6,0
"Over",56.5,"closed","fieldturf",72,0,0
"Over",51.5,"dome","fieldturf",72,0,0
"Over",52.5,"closed","grass",72,0,0
"Under",55,"outdoors","grass",86,13,0
"Over",42.5,"outdoors","grass",75,6,0
"Over",45,"outdoors","grass",65,5,0
"Under",49.5,"dome","matrixturf",72,0,0
"Under",43.5,"outdoors","grass",52,10,0
"Under",53,"dome","grass",72,0,0
"Under",45.5,"outdoors","grass",84,12,0
"Under",52.5,"outdoors","astroturf",73,14,0
"Under",56.5,"outdoors","grass",53,9,0
"Under",44,"outdoors","grass",57,7,0
"Under",53.5,"closed","fieldturf",72,0,1
"Under",49,"outdoors","grass",69,3,1
"Under",55,"closed","grass",72,0,1
"Over",54.5,"outdoors","astroturf",80,16,1
"Under",48.5,"outdoors","fieldturf",64,8,0
"Over",44,"outdoors","grass",70,4,0
"Under",45,"outdoors","grass",69,2,0
"Over",50.5,"outdoors","grass",73,6,0
"Over",48.5,"outdoors","grass",64,16,0
"Over",52,"closed","fieldturf",72,0,1
"Under",54,"outdoors","fieldturf",54,10,0
"Over",49.5,"dome","astroturf",72,0,0
"Over",52,"outdoors","grass",73,3,0
"Under",45,"outdoors","grass",63,6,0
"Over",46,"closed","fieldturf",72,0,0
"Under",52.5,"outdoors","grass",78,10,0
"Over",53,"dome","sportturf",72,0,0
"Under",43.5,"outdoors","grass",58,7,0
"Under",42.5,"outdoors","fieldturf",62,0,1
"Over",46.5,"outdoors","grass",61,7,0
"Under",50,"outdoors","grass",61,9,1
"Over",52,"outdoors","grass",61,10,1
"Under",46,"outdoors","grass",85,15,1
"Under",55,"outdoors","grass",88,12,0
"Under",51,"outdoors","grass",86,10,1
"Under",55,"outdoors","astroturf",51,6,0
"Under",55.5,"closed","fieldturf",72,0,0
"Under",44.5,"outdoors","grass",70,4,1
"Under",54,"closed","fieldturf",72,0,0
"Over",50,"outdoors","grass",48,8,1
"Under",55.5,"closed","grass",72,0,0
"Over",49.5,"dome","astroturf",72,0,1
"Under",47,"outdoors","fieldturf",52,8,1
"Under",51,"outdoors","grass",55,3,0
"Under",44.5,"outdoors","grass",46,5,1
"Over",51.5,"dome","grass",72,0,0
"Over",46,"outdoors","grass",14,11,1
"Over",48,"dome","matrixturf",72,0,0
"Under",44,"outdoors","grass",49,7,0
"Over",55.5,"closed","grass",72,0,1
"Under",44,"dome","matrixturf",72,0,0
"Under",52,"outdoors","grass",76,8,1
"Over",44,"outdoors","grass",52,7,1
"Over",41,"outdoors","astroturf",41,17,1
"Over",49.5,"outdoors","grass",48,24,0
"Under",48,"outdoors","grass",49,35,0
"Over",49,"dome","fieldturf",72,0,0
"Over",47,"outdoors","grass",34,23,1
"Under",49,"outdoors","astroturf",52,11,0
"Under",46.5,"outdoors","grass",86,10,0
"Over",44.5,"outdoors","grass",64,10,1
"Over",41,"outdoors","grass",40,20,0
"Over",54.5,"outdoors","fieldturf",55,4,1
"Under",43,"outdoors","grass",49,17,1
"Over",47,"outdoors","fieldturf",39,8,0
"Over",48.5,"outdoors","grass",78,5,0
"Over",50,"closed","fieldturf",72,0,0
"Over",55,"outdoors","astroturf",69,4,0
"Under",48,"closed","fieldturf",72,0,0
"Over",49,"outdoors","grass",79,14,1
"Over",51.5,"outdoors","astroturf",71,19,0
"Over",51.5,"dome","sportturf",72,0,1
"Under",46.5,"outdoors","grass",77,14,0
"Under",43,"outdoors","grass",75,1,1
"Over",52.5,"dome","matrixturf",72,0,1
"Over",49,"closed","grass",72,0,0
"Under",44,"closed","fieldturf",72,0,0
"Under",51,"outdoors","grass",77,17,1
"Over",41.5,"outdoors","fieldturf",61,2,1
"Over",49,"outdoors","grass",56,6,1
"Over",49.5,"outdoors","grass",65,15,1
"Under",46,"outdoors","grass",59,25,0
"Over",46,"dome","fieldturf",72,0,0
"Under",47,"outdoors","grass",38,23,0
"Under",45,"outdoors","fieldturf",56,18,1
